Zeitstempel,Select the section you were instructed to complete:,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency,Historical Informativeness,Fluency
25.07.2024 14:24:12,Section 1,4,4,4,3,5,4,3,4,4,4,4,5,4,4,4,5,4,4,3,2,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.07.2024 12:54:54,Section 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,5,4,3,4,3,5,5,5,5,5,5,1,1,5,5,5,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.07.2024 13:58:07,Section 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,3,3,5,5,1,4,5,5,2,3,2,1,5,5,2,1,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.07.2024 19:53:52,Section 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,2,2,4,5,3,4,4,4,2,5,5,4,3,3,1,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.07.2024 12:02:05,Section 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,3,2,4,4,4,3,5,5,4,3,4,4,4,2,5,5,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.07.2024 20:07:00,Section 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,2,3,3,2,4,5,5,5,4,5,4,1,2,3,2,4,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,
16.07.2024 14:47:12,Section 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,2,4,5,3,5,2,4,3,3,4,3,5,5,3,4,4,4,4,5,5,4
22.07.2024 21:11:45,Section 2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,5,4,4,5,5,5,5,5,5,4,3,2,4,2,2,5,5,3,5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.07.2024 20:45:46,Section 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,3,5,4,2,3,2,3,3,4,4,5,3,3,1,3,3,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.07.2024 07:56:27,Section 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,1,3,2,5,4,4,4,3,2,1,4,3,5,2,5,5,5,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
